species	species_loc	hg19_loc_original	hg19_loc	nh/h_ratio
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr1:52683454-52683456	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr3:48319432-48319434	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr3:120214302-120214304	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr3:158341644-158341646	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr4:141518371-141518373	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr5:152103765-152103767	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr6:27153558-27153560	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr6:85673456-85673458	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr7:23698046-23698048	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr7:121146567-121146569	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr9:136154999-136155001	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr11:4485104-4485106	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr11:5826207-5826209	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr12:127098337-127098339	0.875
rheMac3	chr3:103159578-103159580	chr9:136154999-136155001	chr16:72117888-72117890	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr1:46219856-46219858	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr1:52683454-52683456	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr3:48319432-48319434	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr3:120214302-120214304	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr3:158341644-158341646	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr4:141518371-141518373	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr5:152103765-152103767	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr6:27153558-27153560	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr6:85673456-85673458	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr7:23698046-23698048	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr7:121146567-121146569	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr9:136154999-136155001	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr11:4485104-4485106	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr11:5826207-5826209	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr12:127098337-127098339	0.875
rheMac3	chr3:160511534-160511536	chr9:136154999-136155001	chr16:72117888-72117890	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr1:46219856-46219858	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr1:52683454-52683456	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr3:48319432-48319434	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr3:120214302-120214304	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr3:158341644-158341646	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr4:141518371-141518373	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr5:152103765-152103767	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr6:27153558-27153560	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr6:85673456-85673458	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr7:23698046-23698048	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr7:121146567-121146569	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr9:136154999-136155001	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr11:4485104-4485106	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr11:5826207-5826209	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr12:127098337-127098339	0.875
rheMac3	chr4:82920383-82920385	chr9:136154999-136155001	chr16:72117888-72117890	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr1:46219856-46219858	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr1:52683454-52683456	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr3:48319432-48319434	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr3:120214302-120214304	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr3:158341644-158341646	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr4:141518371-141518373	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr5:152103765-152103767	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr6:27153558-27153560	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr6:85673456-85673458	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr7:23698046-23698048	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr7:121146567-121146569	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr9:136154999-136155001	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr11:4485104-4485106	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr11:5826207-5826209	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr12:127098337-127098339	0.875
rheMac3	chrX:123319551-123319553	chr9:136154999-136155001	chr16:72117888-72117890	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr1:46219856-46219858	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr1:52683454-52683456	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr3:48319432-48319434	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr3:120214302-120214304	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr3:158341644-158341646	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr4:141518371-141518373	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr5:152103765-152103767	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr6:27153558-27153560	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr6:85673456-85673458	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr7:23698046-23698048	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr7:121146567-121146569	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr9:136154999-136155001	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr11:4485104-4485106	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr11:5826207-5826209	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr12:127098337-127098339	0.875
rheMac3	chrUn_JH290454:278751-278753	chr9:136154999-136155001	chr16:72117888-72117890	0.875
rheMac3	chr12:94398055-94398057	chr10:44340071-44340073	chr10:44340071-44340073	2.0
rheMac3	chr9:42070922-42070924	chr10:44340071-44340073	chr10:44340071-44340073	2.0
rheMac3	chrUn_JH296204:262-264	chr12:113363108-113363110	chr12:113363108-113363110	3.0
rheMac3	chrUn_JH296213:262-264	chr12:113363108-113363110	chr12:113363108-113363110	3.0
rheMac3	chr11:114725287-114725289	chr12:113363108-113363110	chr12:113363108-113363110	3.0
rheMac3	chr11:114727038-114727040	chr12:113365147-113365149	chr12:113365147-113365149	2.0
rheMac3	chrUn_JH323655:18-20	chr12:113365147-113365149	chr12:113365147-113365149	2.0
rheMac3	chr11:114760896-114760897	chr12:113406561-113406563	chr12:113406561-113406562	1.0
rheMac3	chr11:114760898-114760899	chr12:113406561-113406563	chr12:113406562-113406563	1.0
rheMac3	chr17:54928244-54928246	chr13:75127331-75127333	chr3:26455345-26455347	1.0
rheMac3	chr17:54928244-54928246	chr13:75127331-75127333	chr13:75127331-75127333	1.0
rheMac3	chr2:171292837-171292839	chr13:75127331-75127333	chr3:26455345-26455347	1.0
rheMac3	chr2:171292837-171292839	chr13:75127331-75127333	chr13:75127331-75127333	1.0
rheMac3	chr10:29677084-29677086	chr17:43572418-43572420	chr17:41284001-41284003	0.5
rheMac3	chr10:29677084-29677086	chr17:43572418-43572420	chr17:43572418-43572420	0.5
rheMac3	chr10:29677084-29677086	chr17:43572418-43572420	chr17:62837585-62837587	0.5
rheMac3	chr10:29677084-29677086	chr17:43572418-43572420	chr17_ctg5_hap1:187486-187488	0.5
rheMac3	chr16:57570361-57570363	chr17:43572418-43572420	chr17:41284001-41284003	0.5
rheMac3	chr16:57570361-57570363	chr17:43572418-43572420	chr17:43572418-43572420	0.5
rheMac3	chr16:57570361-57570363	chr17:43572418-43572420	chr17:62837585-62837587	0.5
rheMac3	chr16:57570361-57570363	chr17:43572418-43572420	chr17_ctg5_hap1:187486-187488	0.5
rheMac3	chr12:58859921-58859923	chr17:43671098-43671100	chr2:196318575-196318577	0.42857142857142855
rheMac3	chr12:58859921-58859923	chr17:43671098-43671100	chr17:43671098-43671100	0.42857142857142855
rheMac3	chr12:58859921-58859923	chr17:43671098-43671100	chr17:44329556-44329558	0.42857142857142855
rheMac3	chr12:58859921-58859923	chr17:43671098-43671100	chr17:66008393-66008395	0.42857142857142855
rheMac3	chr12:58859921-58859923	chr17:43671098-43671100	chr17_ctg5_hap1:537328-537330	0.42857142857142855
rheMac3	chr12:58859921-58859923	chr17:43671098-43671100	chr17_ctg5_hap1:1197078-1197080	0.42857142857142855
rheMac3	chr12:58859921-58859923	chr17:43671098-43671100	chr17_ctg5_hap1:1416628-1416630	0.42857142857142855
rheMac3	chr16:58875367-58875369	chr17:43671098-43671100	chr2:196318575-196318577	0.42857142857142855
rheMac3	chr16:58875367-58875369	chr17:43671098-43671100	chr17:43671098-43671100	0.42857142857142855
rheMac3	chr16:58875367-58875369	chr17:43671098-43671100	chr17:44329556-44329558	0.42857142857142855
rheMac3	chr16:58875367-58875369	chr17:43671098-43671100	chr17:66008393-66008395	0.42857142857142855
rheMac3	chr16:58875367-58875369	chr17:43671098-43671100	chr17_ctg5_hap1:537328-537330	0.42857142857142855
rheMac3	chr16:58875367-58875369	chr17:43671098-43671100	chr17_ctg5_hap1:1197078-1197080	0.42857142857142855
rheMac3	chr16:58875367-58875369	chr17:43671098-43671100	chr17_ctg5_hap1:1416628-1416630	0.42857142857142855
rheMac3	chr16:65434720-65434722	chr17:43671098-43671100	chr2:196318575-196318577	0.42857142857142855
rheMac3	chr16:65434720-65434722	chr17:43671098-43671100	chr17:43671098-43671100	0.42857142857142855
rheMac3	chr16:65434720-65434722	chr17:43671098-43671100	chr17:44329556-44329558	0.42857142857142855
rheMac3	chr16:65434720-65434722	chr17:43671098-43671100	chr17:66008393-66008395	0.42857142857142855
rheMac3	chr16:65434720-65434722	chr17:43671098-43671100	chr17_ctg5_hap1:537328-537330	0.42857142857142855
rheMac3	chr16:65434720-65434722	chr17:43671098-43671100	chr17_ctg5_hap1:1197078-1197080	0.42857142857142855
rheMac3	chr16:65434720-65434722	chr17:43671098-43671100	chr17_ctg5_hap1:1416628-1416630	0.42857142857142855
rheMac3	chr16:58400088-58400090	chr17:43858325-43858327	chr17:43858325-43858327	1.0
rheMac3	chr16:58400088-58400090	chr17:43858325-43858327	chr17_ctg5_hap1:1009204-1009206	1.0
rheMac3	chr16:58400384-58400386	chr17:43858325-43858327	chr17:43858325-43858327	1.0
rheMac3	chr16:58400384-58400386	chr17:43858325-43858327	chr17_ctg5_hap1:1009204-1009206	1.0
rheMac3	chr16:58513118-58513120	chr17:43978307-43978309	chr17:43978307-43978309	1.0
rheMac3	chr16:58513118-58513120	chr17:43978307-43978309	chr17_ctg5_hap1:889277-889279	1.0
rheMac3	chrX:63671666-63671668	chr17:43978307-43978309	chr17:43978307-43978309	1.0
rheMac3	chrX:63671666-63671668	chr17:43978307-43978309	chr17_ctg5_hap1:889277-889279	1.0
rheMac3	chr16:56220586-56220588	chr17:44025272-44025274	chr17:42233948-42233950	0.6666666666666666
rheMac3	chr16:56220586-56220588	chr17:44025272-44025274	chr17:44025272-44025274	0.6666666666666666
rheMac3	chr16:56220586-56220588	chr17:44025272-44025274	chr17_ctg5_hap1:842392-842394	0.6666666666666666
rheMac3	chr16:58561564-58561566	chr17:44025272-44025274	chr17:42233948-42233950	0.6666666666666666
rheMac3	chr16:58561564-58561566	chr17:44025272-44025274	chr17:44025272-44025274	0.6666666666666666
rheMac3	chr16:58561564-58561566	chr17:44025272-44025274	chr17_ctg5_hap1:842392-842394	0.6666666666666666
rheMac3	chr16:58573250-58573252	chr17:44039690-44039692	chr17:44039690-44039692	1.0
rheMac3	chr16:58573250-58573252	chr17:44039690-44039692	chr17_ctg5_hap1:828006-828008	1.0
rheMac3	chr4:57261762-57261764	chr17:44039690-44039692	chr17:44039690-44039692	1.0
rheMac3	chr4:57261762-57261764	chr17:44039690-44039692	chr17_ctg5_hap1:828006-828008	1.0
rheMac3	chr16:58608262-58608264	chr17:44073972-44073974	chr17:44073972-44073974	1.0
rheMac3	chr16:58608262-58608264	chr17:44073972-44073974	chr17_ctg5_hap1:793774-793776	1.0
rheMac3	chr4:57261099-57261101	chr17:44073972-44073974	chr17:44073972-44073974	1.0
rheMac3	chr4:57261099-57261101	chr17:44073972-44073974	chr17_ctg5_hap1:793774-793776	1.0
rheMac3	chr16:58714253-58714255	chr17:44180441-44180443	chr17:44180441-44180443	0.6666666666666666
rheMac3	chr16:58714253-58714255	chr17:44180441-44180443	chr17:45164652-45164654	0.6666666666666666
rheMac3	chr16:58714253-58714255	chr17:44180441-44180443	chr17_ctg5_hap1:685615-685617	0.6666666666666666
rheMac3	chr18:24813965-24813967	chr17:44180441-44180443	chr17:44180441-44180443	0.6666666666666666
rheMac3	chr18:24813965-24813967	chr17:44180441-44180443	chr17:45164652-45164654	0.6666666666666666
rheMac3	chr18:24813965-24813967	chr17:44180441-44180443	chr17_ctg5_hap1:685615-685617	0.6666666666666666
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17:44284421-44284423	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17:44284673-44284675	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17:44293204-44293206	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17:45171482-45171484	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17:45171734-45171736	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17_ctg5_hap1:573037-573039	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17_ctg5_hap1:581633-581635	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17_ctg5_hap1:581885-581887	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17_ctg5_hap1:1310230-1310232	0.2
rheMac3	chr16:58819482-58819484	chr17:44293204-44293206	chr17_ctg5_hap1:1310482-1310484	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17:44284421-44284423	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17:44284673-44284675	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17:44293204-44293206	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17:45171482-45171484	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17:45171734-45171736	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17_ctg5_hap1:573037-573039	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17_ctg5_hap1:581633-581635	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17_ctg5_hap1:581885-581887	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17_ctg5_hap1:1310230-1310232	0.2
rheMac3	chr16:58829311-58829313	chr17:44293204-44293206	chr17_ctg5_hap1:1310482-1310484	0.2
rheMac3	chr16:58883014-58883016	chr17:44343303-44343305	chr17:44343303-44343305	0.5
rheMac3	chr16:58883014-58883016	chr17:44343303-44343305	chr17:65992992-65992994	0.5
rheMac3	chr16:58883014-58883016	chr17:44343303-44343305	chr17_ctg5_hap1:522686-522688	0.5
rheMac3	chr16:58883014-58883016	chr17:44343303-44343305	chr17_ctg5_hap1:1210349-1210351	0.5
rheMac3	chr16:65427062-65427064	chr17:44343303-44343305	chr17:44343303-44343305	0.5
rheMac3	chr16:65427062-65427064	chr17:44343303-44343305	chr17:65992992-65992994	0.5
rheMac3	chr16:65427062-65427064	chr17:44343303-44343305	chr17_ctg5_hap1:522686-522688	0.5
rheMac3	chr16:65427062-65427064	chr17:44343303-44343305	chr17_ctg5_hap1:1210349-1210351	0.5
rheMac3	chr16:58887690-58887692	chr17:44347637-44347639	chr17:44347637-44347639	0.5
rheMac3	chr16:58887690-58887692	chr17:44347637-44347639	chr17:65986450-65986452	0.5
rheMac3	chr16:58887690-58887692	chr17:44347637-44347639	chr17_ctg5_hap1:518333-518335	0.5
rheMac3	chr16:58887690-58887692	chr17:44347637-44347639	chr17_ctg5_hap1:1214640-1214642	0.5
rheMac3	chr16:65418365-65418367	chr17:44347637-44347639	chr17:44347637-44347639	0.5
rheMac3	chr16:65418365-65418367	chr17:44347637-44347639	chr17:65986450-65986452	0.5
rheMac3	chr16:65418365-65418367	chr17:44347637-44347639	chr17_ctg5_hap1:518333-518335	0.5
rheMac3	chr16:65418365-65418367	chr17:44347637-44347639	chr17_ctg5_hap1:1214640-1214642	0.5
rheMac3	chr16:57649152-57649154	chr17:44351532-44351534	chr17:44351532-44351534	0.4
rheMac3	chr16:57649152-57649154	chr17:44351532-44351534	chr17:65979290-65979292	0.4
rheMac3	chr16:57649152-57649154	chr17:44351532-44351534	chr17_ctg5_hap1:514435-514437	0.4
rheMac3	chr16:57649152-57649154	chr17:44351532-44351534	chr17_ctg5_hap1:1218538-1218540	0.4
rheMac3	chr16:57649152-57649154	chr17:44351532-44351534	chr17_ctg5_hap1:1255844-1255846	0.4
rheMac3	chr16:65411902-65411904	chr17:44351532-44351534	chr17:44351532-44351534	0.4
rheMac3	chr16:65411902-65411904	chr17:44351532-44351534	chr17:65979290-65979292	0.4
rheMac3	chr16:65411902-65411904	chr17:44351532-44351534	chr17_ctg5_hap1:514435-514437	0.4
rheMac3	chr16:65411902-65411904	chr17:44351532-44351534	chr17_ctg5_hap1:1218538-1218540	0.4
rheMac3	chr16:65411902-65411904	chr17:44351532-44351534	chr17_ctg5_hap1:1255844-1255846	0.4
rheMac3	chr19:54852131-54852133	chr19:49312999-49313001	chr19:49312999-49313001	1.0
rheMac3	chr19:54852131-54852133	chr19:49312999-49313001	chr19:49313403-49313405	1.0
rheMac3	chr19:54852540-54852542	chr19:49312999-49313001	chr19:49312999-49313001	1.0
rheMac3	chr19:54852540-54852542	chr19:49312999-49313001	chr19:49313403-49313405	1.0
rheMac3	chr12:29379951-29379952	chr2:166930980-166930982	chr2:166930980-166930981	1.0
rheMac3	chr12:29379953-29379954	chr2:166930980-166930982	chr2:166930981-166930982	1.0
rheMac3	chr17:8042970-8042972	chr3:46183560-46183562	chr3:46183560-46183562	1.0
rheMac3	chr17:8042970-8042972	chr3:46183560-46183562	chr13:28877030-28877032	1.0
rheMac3	chr2:91738160-91738162	chr3:46183560-46183562	chr3:46183560-46183562	1.0
rheMac3	chr2:91738160-91738162	chr3:46183560-46183562	chr13:28877030-28877032	1.0
rheMac3	chr2:21826619-21826621	chr3:101399259-101399261	chr3:101399259-101399261	1.0
rheMac3	chr2:21826619-21826621	chr3:101399259-101399261	chrX:3872304-3872306	1.0
rheMac3	chrX:1474425-1474427	chr3:101399259-101399261	chr3:101399259-101399261	1.0
rheMac3	chrX:1474425-1474427	chr3:101399259-101399261	chrX:3872304-3872306	1.0
rheMac3	chr6:89590221-89590222	chr5:91750807-91750809	chr5:91750807-91750808	1.0
rheMac3	chr6:89590223-89590224	chr5:91750807-91750809	chr5:91750808-91750809	1.0
rheMac3	chr15:93535164-93535165	chr9:86549938-86549940	chr9:86549938-86549939	1.0
rheMac3	chr15:93535186-93535187	chr9:86549938-86549940	chr9:86549939-86549940	1.0
rheMac3	chr15:5240555-5240557	chr9:136121302-136121304	chrX:119389877-119389879	1.0
rheMac3	chr15:5240555-5240557	chr9:136121302-136121304	chr9:136121302-136121304	1.0
rheMac3	chrX:119402406-119402408	chr9:136121302-136121304	chrX:119389877-119389879	1.0
rheMac3	chrX:119402406-119402408	chr9:136121302-136121304	chr9:136121302-136121304	1.0
rheMac3	chr15:5221837-5221839	chr9:136138228-136138230	chr9:136138228-136138230	2.0
rheMac3	chr15:5222110-5222112	chr9:136138228-136138230	chr9:136138228-136138230	2.0
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr1:46220300-46220302	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr1:52683888-52683890	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr3:48318991-48318993	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr3:120213860-120213862	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr3:158342085-158342087	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr4:141518810-141518812	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr6:27153116-27153118	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr6:85673897-85673899	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr7:23697605-23697607	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr7:121147005-121147007	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr9:136155443-136155445	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr11:4484668-4484670	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr11:5826647-5826649	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr12:127098768-127098770	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr16:72117448-72117450	0.875
rheMac3	chr1:49075513-49075515	chr9:136155443-136155445	chr19:11995690-11995692	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr1:46220300-46220302	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr1:52683888-52683890	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr3:48318991-48318993	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr3:120213860-120213862	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr3:158342085-158342087	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr4:141518810-141518812	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr6:27153116-27153118	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr6:85673897-85673899	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr7:23697605-23697607	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr7:121147005-121147007	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr9:136155443-136155445	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr11:4484668-4484670	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr11:5826647-5826649	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr12:127098768-127098770	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr16:72117448-72117450	0.875
rheMac3	chr1:55510507-55510509	chr9:136155443-136155445	chr19:11995690-11995692	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr1:46220300-46220302	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr1:52683888-52683890	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr3:48318991-48318993	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr3:120213860-120213862	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr3:158342085-158342087	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr4:141518810-141518812	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr6:27153116-27153118	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr6:85673897-85673899	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr7:23697605-23697607	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr7:121147005-121147007	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr9:136155443-136155445	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr11:4484668-4484670	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr11:5826647-5826649	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr12:127098768-127098770	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr16:72117448-72117450	0.875
rheMac3	chr11:128700440-128700442	chr9:136155443-136155445	chr19:11995690-11995692	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr1:46220300-46220302	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr1:52683888-52683890	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr3:48318991-48318993	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr3:120213860-120213862	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr3:158342085-158342087	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr4:141518810-141518812	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr6:27153116-27153118	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr6:85673897-85673899	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr7:23697605-23697607	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr7:121147005-121147007	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr9:136155443-136155445	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr11:4484668-4484670	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr11:5826647-5826649	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr12:127098768-127098770	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr16:72117448-72117450	0.875
rheMac3	chr14:67692364-67692366	chr9:136155443-136155445	chr19:11995690-11995692	0.875
rheMac3	chr2:40605073-40605075	chr9:136155443-136155445	chr1:46220300-46220302	0.875
rheMac3	chr2:40605073-40605075	chr9:136155443-136155445	chr1:52683888-52683890	0.875
rheMac3	chr2:40605073-40605075	chr9:136155443-136155445	chr3:48318991-48318993	0.875
rheMac3	chr2:40605073-40605075	chr9:136155443-136155445	chr3:120213860-120213862	0.875
rheMac3	chr2:40605073-40605075	chr9:136155443-136155445	chr3:158342085-158342087	0.875
rheMac3	chr2:40605073-40605075	chr9:136155443-136155445	chr4:141518810-141518812	0.875
rheMac3	chr2:40605073-40605075	chr9:136155443-136155445	chr6:27153116-27153118	0.875
