chr	start	end	hg19_loc	species	liftOver_input
chr3	47559506	47559508	chr3:46375656-46375658	gorGor3	chr3:47559506-47559508
chr3	47655806	47655808	chr3:46468466-46468468	gorGor3	chr3:47655806-47655808
chr3	47662440	47662442	chr3:46468466-46468468	gorGor3	chr3:47662440-47662442
chr3	47665595	47665597	chr3:46468466-46468468	gorGor3	chr3:47665595-47665597
chr3	47655621	47655623	chr3:46474901-46474903	gorGor3	chr3:47655621-47655623
chr3	47662255	47662257	chr3:46474901-46474903	gorGor3	chr3:47662255-47662257
chr3	47665411	47665413	chr3:46474901-46474903	gorGor3	chr3:47665411-47665413
chr3	53241925	53241927	chr3:51936192-51936194	gorGor3	chr3:53241925-53241927
chr4	42733993	42733995	chr3:51936192-51936194	gorGor3	chr4:42733993-42733995
chr3	100530104	100530106	chr3:101260117-101260119	gorGor3	chr3:100530104-100530106
chr3	100549846	100549848	chr3:101260117-101260119	gorGor3	chr3:100549846-100549848
chr3	100795315	100795317	chr3:101489628-101489630	gorGor3	chr3:100795315-100795317
chr3	100811544	100811546	chr3:101489628-101489630	gorGor3	chr3:100811544-100811546
chr6	57461966	57461968	chr6:55796882-55796884	gorGor3	chr6:57461966-57461968
chr6	57519235	57519237	chr6:55796882-55796884	gorGor3	chr6:57519235-57519237
JH725510	9214768	9214769	chr16:54551335-54551337	jacJac1	JH725510:9214768-9214769
JH725510	9214770	9214771	chr16:54551335-54551337	jacJac1	JH725510:9214770-9214771
JH725452	5025698	5025700	chr17:43714849-43714851	jacJac1	JH725452:5025698-5025700
JH725498	3918675	3918677	chr17:43714849-43714851	jacJac1	JH725498:3918675-3918677
JH725452	4840986	4840987	chr17:43894608-43894610	jacJac1	JH725452:4840986-4840987
JH725452	4840984	4840985	chr17:43894608-43894610	jacJac1	JH725452:4840984-4840985
JH725452	4705761	4705762	chr17:44018398-44018400	jacJac1	JH725452:4705761-4705762
JH725452	4705759	4705760	chr17:44018398-44018400	jacJac1	JH725452:4705759-4705760
JH725452	31851334	31851335	chr17:47843453-47843455	jacJac1	JH725452:31851334-31851335
JH725452	31851337	31851338	chr17:47843453-47843455	jacJac1	JH725452:31851337-31851338
JH725471	2464954	2464956	chr3:45962751-45962753	jacJac1	JH725471:2464954-2464956
JH725484	16941318	16941320	chr3:45962751-45962753	jacJac1	JH725484:16941318-16941320
JH725484	17132973	17132975	chr3:46242784-46242786	jacJac1	JH725484:17132973-17132975
JH725484	17150832	17150834	chr3:46242784-46242786	jacJac1	JH725484:17150832-17150834
JH725484	17195453	17195454	chr3:46273765-46273767	jacJac1	JH725484:17195453-17195454
JH725484	17195459	17195460	chr3:46273765-46273767	jacJac1	JH725484:17195459-17195460
JH725571	5699762	5699763	chr4:165626814-165626816	jacJac1	JH725571:5699762-5699763
JH725571	5699764	5699765	chr4:165626814-165626816	jacJac1	JH725571:5699764-5699765
JH725447	25693094	25693096	chr5:17202350-17202352	jacJac1	JH725447:25693094-25693096
JH725454	3219131	3219133	chr5:17202350-17202352	jacJac1	JH725454:3219131-3219133
scaffold_31	27237392	27237393	chr17:43897448-43897450	loxAfr3	scaffold_31:27237392-27237393
scaffold_31	27237394	27237395	chr17:43897448-43897450	loxAfr3	scaffold_31:27237394-27237395
scaffold_31	27250658	27250659	chr17:43911524-43911526	loxAfr3	scaffold_31:27250658-27250659
scaffold_31	27250662	27250663	chr17:43911524-43911526	loxAfr3	scaffold_31:27250662-27250663
scaffold_31	27268922	27268924	chr17:43923653-43923655	loxAfr3	scaffold_31:27268922-27268924
scaffold_132	568472	568474	chr17:43923653-43923655	loxAfr3	scaffold_132:568472-568474
scaffold_5	34423311	34423313	chr17:44344809-44344811	loxAfr3	scaffold_5:34423311-34423313
scaffold_49	16899191	16899193	chr17:44344809-44344811	loxAfr3	scaffold_49:16899191-16899193
scaffold_12	21069818	21069819	chr3:46488245-46488247	loxAfr3	scaffold_12:21069818-21069819
scaffold_12	21102220	21102221	chr3:46488245-46488247	loxAfr3	scaffold_12:21102220-21102221
scaffold_66	4010777	4010778	chr3:101528480-101528482	loxAfr3	scaffold_66:4010777-4010778
scaffold_66	4010782	4010783	chr3:101528480-101528482	loxAfr3	scaffold_66:4010782-4010783
scaffold_152	767602	767603	chr7:99621578-99621580	loxAfr3	scaffold_152:767602-767603
scaffold_152	791559	791560	chr7:99621578-99621580	loxAfr3	scaffold_152:791559-791560
chrUn_JH996484	1215996	1215997	chr16:54551335-54551337	micOch1	chrUn_JH996484:1215996-1215997
chrUn_JH996484	1215994	1215995	chr16:54551335-54551337	micOch1	chrUn_JH996484:1215994-1215995
chrUn_JH996478	844114	844115	chr17:44018398-44018400	micOch1	chrUn_JH996478:844114-844115
chrUn_JH996478	844116	844117	chr17:44018398-44018400	micOch1	chrUn_JH996478:844116-844117
chr5	95967495	95967496	chr3:45926042-45926044	micOch1	chr5:95967495-95967496
chr5	95967497	95967498	chr3:45926042-45926044	micOch1	chr5:95967497-95967498
chrX	7455390	7455392	chr3:101552552-101552554	micOch1	chrX:7455390-7455392
chr2	65895579	65895581	chr3:101552552-101552554	micOch1	chr2:65895579-65895581
chr4	50370491	50370493	chr9:136133147-136133149	micOch1	chr4:50370491-50370493
chr4	50414972	50414974	chr9:136133147-136133149	micOch1	chr4:50414972-50414974
chr4	50499611	50499613	chr9:136133147-136133149	micOch1	chr4:50499611-50499613
chrUn0048	495885	495887	chr15:78323095-78323097	oryCun2	chrUn0048:495885-495887
chrUn0048	499256	499258	chr15:78323095-78323097	oryCun2	chrUn0048:499256-499258
chr19	46297237	46297238	chr17:44018398-44018400	oryCun2	chr19:46297237-46297238
chr19	46297239	46297240	chr17:44018398-44018400	oryCun2	chr19:46297239-46297240
chrUn0062	182834	182835	chr7:99621578-99621580	oryCun2	chrUn0062:182834-182835
chrUn0062	182829	182830	chr7:99621578-99621580	oryCun2	chrUn0062:182829-182830
chrUn1562	2155	2157	chr9:136133147-136133149	oryCun2	chrUn1562:2155-2157
chrUn1697	306	308	chr9:136133147-136133149	oryCun2	chrUn1697:306-308
chrUn0042	1888995	1888997	chr9:136133147-136133149	oryCun2	chrUn0042:1888995-1888997
chr17	61049796	61049798	chr12:113359187-113359189	oviAri3	chr17:61049796-61049798
chrUn_JH922747	6644	6646	chr12:113359187-113359189	oviAri3	chrUn_JH922747:6644-6646
chr17	61048273	61048275	chr12:113362420-113362422	oviAri3	chr17:61048273-61048275
chrUn_JH922747	8603	8605	chr12:113362420-113362422	oviAri3	chrUn_JH922747:8603-8605
chrUn_AMGL01125932	31	33	chr12:113362420-113362422	oviAri3	chrUn_AMGL01125932:31-33
chr24	2553977	2553979	chr16:3161695-3161697	oviAri3	chr24:2553977-2553979
chr24	2554536	2554538	chr16:3161695-3161697	oviAri3	chr24:2554536-2554538
chr11	45164752	45164753	chr17:43807112-43807114	oviAri3	chr11:45164752-45164753
chr11	45164754	45164755	chr17:43807112-43807114	oviAri3	chr11:45164754-45164755
chr11	45273794	45273795	chr17:43911524-43911526	oviAri3	chr11:45273794-45273795
chr11	45273802	45273803	chr17:43911524-43911526	oviAri3	chr11:45273802-45273803
chr11	45344210	45344211	chr17:43998821-43998823	oviAri3	chr11:45344210-45344211
chr11	45344422	45344423	chr17:43998821-43998823	oviAri3	chr11:45344422-45344423
chr11	45365019	45365020	chr17:44018398-44018400	oviAri3	chr11:45365019-45365020
chr11	45365021	45365022	chr17:44018398-44018400	oviAri3	chr11:45365021-45365022
chr19	53221124	53221125	chr3:46108284-46108286	oviAri3	chr19:53221124-53221125
chr19	53221120	53221121	chr3:46108284-46108286	oviAri3	chr19:53221120-53221121
chr12	37024292	37024294	chr3:46173209-46173211	oviAri3	chr12:37024292-37024294
chr19	53168768	53168770	chr3:46173209-46173211	oviAri3	chr19:53168768-53168770
chr19	53112567	53112569	chr3:46253598-46253600	oviAri3	chr19:53112567-53112569
chr19	53148227	53148229	chr3:46253598-46253600	oviAri3	chr19:53148227-53148229
Anc06refChr19226	50988	50989	chr17:43911524-43911526	oviBos	Anc06refChr19226:50988-50989
Anc06refChr19226	50980	50981	chr17:43911524-43911526	oviBos	Anc06refChr19226:50980-50981
Anc06refChr19225	77193	77194	chr17:43998821-43998823	oviBos	Anc06refChr19225:77193-77194
Anc06refChr19225	76980	76981	chr17:43998821-43998823	oviBos	Anc06refChr19225:76980-76981
Anc06refChr19225	57638	57639	chr17:44018398-44018400	oviBos	Anc06refChr19225:57638-57639
Anc06refChr19225	57636	57637	chr17:44018398-44018400	oviBos	Anc06refChr19225:57636-57637
Anc06refChr19480	206494	206495	chr3:46108284-46108286	oviBos	Anc06refChr19480:206494-206495
Anc06refChr19480	206498	206499	chr3:46108284-46108286	oviBos	Anc06refChr19480:206498-206499
chr12	100475978	100475980	chr15:78323095-78323097	panTro4	chr12:100475978-100475980
chr15	75613949	75613951	chr15:78323095-78323097	panTro4	chr15:75613949-75613951
chr17	11748083	11748085	chr17:43665467-43665469	panTro4	chr17:11748083-11748085
chr17	11806812	11806814	chr17:43665467-43665469	panTro4	chr17:11806812-11806814
chr17	11727808	11727810	chr17:43686419-43686421	panTro4	chr17:11727808-11727810
chr17	11784976	11784978	chr17:43686419-43686421	panTro4	chr17:11784976-11784978
chr17	11707428	11707430	chr17:43705755-43705757	panTro4	chr17:11707428-11707430
chr17	11764397	11764399	chr17:43705755-43705757	panTro4	chr17:11764397-11764399
chr17	11573145	11573147	chr17:43827243-43827245	panTro4	chr17:11573145-11573147
chr17	11586172	11586174	chr17:43827243-43827245	panTro4	chr17:11586172-11586174
chr17	11570005	11570007	chr17:43830381-43830383	panTro4	chr17:11570005-11570007
chr17	11583032	11583034	chr17:43830381-43830383	panTro4	chr17:11583032-11583034
chr17	11567621	11567623	chr17:43832939-43832941	panTro4	chr17:11567621-11567623
chr17	11580648	11580650	chr17:43832939-43832941	panTro4	chr17:11580648-11580650
chr17	11564515	11564517	chr17:43836050-43836052	panTro4	chr17:11564515-11564517
chr17	11577542	11577544	chr17:43836050-43836052	panTro4	chr17:11577542-11577544
chr17	11464437	11464439	chr17:43933672-43933674	panTro4	chr17:11464437-11464439
chr17_AACZ03174640_random	2017	2019	chr17:43933672-43933674	panTro4	chr17_AACZ03174640_random:2017-2019
chr17	11463004	11463006	chr17:43935117-43935119	panTro4	chr17:11463004-11463006
chr17_AACZ03174640_random	588	590	chr17:43935117-43935119	panTro4	chr17_AACZ03174640_random:588-590
chr17	11342841	11342843	chr17:44049866-44049868	panTro4	chr17:11342841-11342843
chr17	11347481	11347483	chr17:44049866-44049868	panTro4	chr17:11347481-11347483
chr17	10455866	10455868	chr17:44167463-44167465	panTro4	chr17:10455866-10455868
chr17	11229158	11229160	chr17:44167463-44167465	panTro4	chr17:11229158-11229160
chr17	10453140	10453142	chr17:44169758-44169760	panTro4	chr17:10453140-10453142
chr17	11226852	11226854	chr17:44169758-44169760	panTro4	chr17:11226852-11226854
chr17	10450546	10450548	chr17:44172390-44172392	panTro4	chr17:10450546-10450548
chr17	11224247	11224249	chr17:44172390-44172392	panTro4	chr17:11224247-11224249
chr17	10445246	10445248	chr17:44179722-44179724	panTro4	chr17:10445246-10445248
chr17	11217172	11217174	chr17:44179722-44179724	panTro4	chr17:11217172-11217174
chr17	10443437	10443439	chr17:44181507-44181509	panTro4	chr17:10443437-10443439
chr17	11215404	11215406	chr17:44181507-44181509	panTro4	chr17:11215404-11215406
chr17	10437564	10437566	chr17:44284541-44284543	panTro4	chr17:10437564-10437566
chr17	11111102	11111104	chr17:44284541-44284543	panTro4	chr17:11111102-11111104
chr17	11097788	11097790	chr17:44296522-44296524	panTro4	chr17:11097788-11097790
chr17	11098632	11098634	chr17:44296522-44296524	panTro4	chr17:11098632-11098634
chr17	11710142	11710144	chr17:44296522-44296524	panTro4	chr17:11710142-11710144
chr17	11710986	11710988	chr17:44296522-44296524	panTro4	chr17:11710986-11710988
chr17	11766881	11766883	chr17:44296522-44296524	panTro4	chr17:11766881-11766883
chr17	11767726	11767728	chr17:44296522-44296524	panTro4	chr17:11767726-11767728
chr17	10430479	10430481	chr17:44316075-44316077	panTro4	chr17:10430479-10430481
chr17	11729135	11729137	chr17:44316075-44316077	panTro4	chr17:11729135-11729137
chr17	11786303	11786305	chr17:44316075-44316077	panTro4	chr17:11786303-11786305
chrUn_GL394999	3773	3775	chr17:44316075-44316077	panTro4	chrUn_GL394999:3773-3775
chr17	11746237	11746239	chr17:44333888-44333890	panTro4	chr17:11746237-11746239
chr17	11804965	11804967	chr17:44333888-44333890	panTro4	chr17:11804965-11804967
chr17	11752867	11752869	chr17:44340524-44340526	panTro4	chr17:11752867-11752869
chr17_AACZ03174985_random	1755	1757	chr17:44340524-44340526	panTro4	chr17_AACZ03174985_random:1755-1757
chr17_GL392694_random	3857	3859	chr17:44340524-44340526	panTro4	chr17_GL392694_random:3857-3859
chr17	11757154	11757156	chr17:44344809-44344811	panTro4	chr17:11757154-11757156
chr17_AACZ03174535_random	2403	2405	chr17:44344809-44344811	panTro4	chr17_AACZ03174535_random:2403-2405
chr17_GL392694_random	8092	8094	chr17:44344809-44344811	panTro4	chr17_GL392694_random:8092-8094
chr17	11762208	11762210	chr17:44349866-44349868	panTro4	chr17:11762208-11762210
chr17_GL392694_random	13152	13154	chr17:44349866-44349868	panTro4	chr17_GL392694_random:13152-13154
chr17_GL392695_random	1304	1306	chr17:44349866-44349868	panTro4	chr17_GL392695_random:1304-1306
chr17_GL392694_random	15893	15895	chr17:44352620-44352622	panTro4	chr17_GL392694_random:15893-15895
chr17_GL392695_random	4043	4045	chr17:44352620-44352622	panTro4	chr17_GL392695_random:4043-4045
chr17	66642064	66642066	chr17:44356948-44356950	panTro4	chr17:66642064-66642066
chr17_GL392694_random	19492	19494	chr17:44356948-44356950	panTro4	chr17_GL392694_random:19492-19494
chr17	10800446	10800448	chr17:44809000-44809002	panTro4	chr17:10800446-10800448
chr17_AACZ03174831_random	77	79	chr17:44809000-44809002	panTro4	chr17_AACZ03174831_random:77-79
chr5_AACZ03157912_random	175	177	chr5:38368933-38368935	panTro4	chr5_AACZ03157912_random:175-177
chr5	76775086	76775088	chr5:38368933-38368935	panTro4	chr5:76775086-76775088
chr8	56719250	56719252	chr8:59903270-59903272	panTro4	chr8:56719250-56719252
chr8	56721196	56721198	chr8:59903270-59903272	panTro4	chr8:56721196-56721198
chr1	226862611	226862613	chr1:3733299-3733301	ponAbe2	chr1:226862611-226862613
chr1_random	28702551	28702553	chr1:3733299-3733301	ponAbe2	chr1_random:28702551-28702553
chr1	164261445	164261447	chr1:65585347-65585349	ponAbe2	chr1:164261445-164261447
chr17	57124116	57124118	chr1:65585347-65585349	ponAbe2	chr17:57124116-57124118
chr11	28292179	28292181	chr11:40700245-40700247	ponAbe2	chr11:28292179-28292181
chr11_random	5240512	5240514	chr11:40700245-40700247	ponAbe2	chr11_random:5240512-5240514
chr11	84749038	84749040	chr11:88588735-88588737	ponAbe2	chr11:84749038-84749040
chr11_random	4806523	4806525	chr11:88588735-88588737	ponAbe2	chr11_random:4806523-4806525
chr12	114874122	114874124	chr12:113368504-113368506	ponAbe2	chr12:114874122-114874124
chr12_random	2180929	2180931	chr12:113368504-113368506	ponAbe2	chr12_random:2180929-2180931
chr12_random	5827358	5827360	chr12:113391362-113391364	ponAbe2	chr12_random:5827358-5827360
chr2a	51499172	51499174	chr12:113391362-113391364	ponAbe2	chr2a:51499172-51499174
chr2a_random	4585461	4585463	chr12:113391362-113391364	ponAbe2	chr2a_random:4585461-4585463
chr13	42795005	42795007	chr13:43361999-43362001	ponAbe2	chr13:42795005-42795007
chr13_random	7309454	7309456	chr13:43361999-43362001	ponAbe2	chr13_random:7309454-7309456
chr17	43226045	43226047	chr17:43752038-43752040	ponAbe2	chr17:43226045-43226047
chr17_random	5956425	5956427	chr17:43752038-43752040	ponAbe2	chr17_random:5956425-5956427
chr17	43272317	43272319	chr17:43800986-43800988	ponAbe2	chr17:43272317-43272319
chr17_random	7051968	7051970	chr17:43800986-43800988	ponAbe2	chr17_random:7051968-7051970
chr17	43305541	43305543	chr17:43832939-43832941	ponAbe2	chr17:43305541-43305543
chr17_random	6176820	6176822	chr17:43832939-43832941	ponAbe2	chr17_random:6176820-6176822
chr17	43326059	43326061	chr17:43851970-43851972	ponAbe2	chr17:43326059-43326061
chr17_random	2810668	2810670	chr17:43851970-43851972	ponAbe2	chr17_random:2810668-2810670
chr17	43384702	43384703	chr17:43911524-43911526	ponAbe2	chr17:43384702-43384703
chr17	43384706	43384707	chr17:43911524-43911526	ponAbe2	chr17:43384706-43384707
chr17	43421626	43421628	chr17:43947170-43947172	ponAbe2	chr17:43421626-43421628
chr17_random	14599622	14599624	chr17:43947170-43947172	ponAbe2	chr17_random:14599622-14599624
chr16	11686962	11686964	chr17:43965954-43965956	ponAbe2	chr16:11686962-11686964
chr17	43440588	43440590	chr17:43965954-43965956	ponAbe2	chr17:43440588-43440590
chr17	43442177	43442179	chr17:43965954-43965956	ponAbe2	chr17:43442177-43442179
chr17	43444447	43444449	chr17:43968218-43968220	ponAbe2	chr17:43444447-43444449
chr17	43446774	43446776	chr17:43968218-43968220	ponAbe2	chr17:43446774-43446776
chr17	43492792	43492794	chr17:44013482-44013484	ponAbe2	chr17:43492792-43492794
chr17_random	8556071	8556073	chr17:44013482-44013484	ponAbe2	chr17_random:8556071-8556073
chr17	43495273	43495275	chr17:44015928-44015930	ponAbe2	chr17:43495273-43495275
chr17_random	8558666	8558668	chr17:44015928-44015930	ponAbe2	chr17_random:8558666-8558668
chr17	43504229	43504231	chr17:44024659-44024661	ponAbe2	chr17:43504229-43504231
chr17	43511162	43511164	chr17:44024659-44024661	ponAbe2	chr17:43511162-43511164
chr17	43505904	43505906	chr17:44026320-44026322	ponAbe2	chr17:43505904-43505906
chr17	43513272	43513274	chr17:44026320-44026322	ponAbe2	chr17:43513272-43513274
chr17	43507098	43507100	chr17:44027520-44027522	ponAbe2	chr17:43507098-43507100
chr17	43514472	43514474	chr17:44027520-44027522	ponAbe2	chr17:43514472-43514474
chr17	43608645	43608647	chr17:44122347-44122349	ponAbe2	chr17:43608645-43608647
chr17_random	6793243	6793245	chr17:44122347-44122349	ponAbe2	chr17_random:6793243-6793245
chr17	43653466	43653468	chr17:44165434-44165436	ponAbe2	chr17:43653466-43653468
chr17_random	14964043	14964045	chr17:44165434-44165436	ponAbe2	chr17_random:14964043-14964045
chr17	43655549	43655551	chr17:44167463-44167465	ponAbe2	chr17:43655549-43655551
chr17_random	14966145	14966147	chr17:44167463-44167465	ponAbe2	chr17_random:14966145-14966147
chr17	43657844	43657846	chr17:44169758-44169760	ponAbe2	chr17:43657844-43657846
chr17_random	14969092	14969094	chr17:44169758-44169760	ponAbe2	chr17_random:14969092-14969094
chr17	43660707	43660709	chr17:44172390-44172392	ponAbe2	chr17:43660707-43660709
chr17_random	14971674	14971676	chr17:44172390-44172392	ponAbe2	chr17_random:14971674-14971676
chr17	43664629	43664631	chr17:44176091-44176093	ponAbe2	chr17:43664629-43664631
chr17_random	14975403	14975405	chr17:44176091-44176093	ponAbe2	chr17_random:14975403-14975405
chr17	43668017	43668019	chr17:44179722-44179724	ponAbe2	chr17:43668017-43668019
chr17_random	14976976	14976978	chr17:44179722-44179724	ponAbe2	chr17_random:14976976-14976978
chr17	43669797	43669799	chr17:44181507-44181509	ponAbe2	chr17:43669797-43669799
chr17_random	14978786	14978788	chr17:44181507-44181509	ponAbe2	chr17_random:14978786-14978788
chr17	43710033	43710035	chr17:44220784-44220786	ponAbe2	chr17:43710033-43710035
chr17	43710344	43710346	chr17:44220784-44220786	ponAbe2	chr17:43710344-43710346
chr17	43770629	43770631	chr17:44281451-44281453	ponAbe2	chr17:43770629-43770631
chr17_random	14981563	14981565	chr17:44281451-44281453	ponAbe2	chr17_random:14981563-14981565
chr17	43773700	43773702	chr17:44284541-44284543	ponAbe2	chr17:43773700-43773702
chr17_random	14984656	14984658	chr17:44284541-44284543	ponAbe2	chr17_random:14984656-14984658
chr17	43798927	43798929	chr17:44316075-44316077	ponAbe2	chr17:43798927-43798929
chr17_random	14991927	14991929	chr17:44316075-44316077	ponAbe2	chr17_random:14991927-14991929
chr17	43817309	43817311	chr17:44333888-44333890	ponAbe2	chr17:43817309-43817311
chr17	57726904	57726906	chr17:44333888-44333890	ponAbe2	chr17:57726904-57726906
chr17	43835733	43835735	chr17:44352620-44352622	ponAbe2	chr17:43835733-43835735
chr17	57698914	57698916	chr17:44352620-44352622	ponAbe2	chr17:57698914-57698916
chr17	43840097	43840099	chr17:44356948-44356950	ponAbe2	chr17:43840097-43840099
chr17	57695639	57695641	chr17:44356948-44356950	ponAbe2	chr17:57695639-57695641
chr17	42980235	42980237	chr17:44856640-44856642	ponAbe2	chr17:42980235-42980237
chr17_random	6084596	6084598	chr17:44856640-44856642	ponAbe2	chr17_random:6084596-6084598
chr19	39450505	39450507	chr19:39071630-39071632	ponAbe2	chr19:39450505-39450507
chr19_random	1903651	1903653	chr19:39071630-39071632	ponAbe2	chr19_random:1903651-1903653
chr19	51884109	51884111	chr19:50855093-50855095	ponAbe2	chr19:51884109-51884111
chr19_random	4776197	4776199	chr19:50855093-50855095	ponAbe2	chr19_random:4776197-4776199
chr21	34939581	34939583	chr21:35293086-35293088	ponAbe2	chr21:34939581-34939583
chr21_random	435530	435532	chr21:35293086-35293088	ponAbe2	chr21_random:435530-435532
chr3	100471105	100471107	chr3:46127556-46127558	ponAbe2	chr3:100471105-100471107
chr3_random	7774721	7774723	chr3:46127556-46127558	ponAbe2	chr3_random:7774721-7774723
chr19	11788125	11788127	chr3:46375656-46375658	ponAbe2	chr19:11788125-11788127
chr19	11792742	11792744	chr3:46375656-46375658	ponAbe2	chr19:11792742-11792744
chr19	23647029	23647031	chr3:46375656-46375658	ponAbe2	chr19:23647029-23647031
chr3_random	18608746	18608748	chr3:46375656-46375658	ponAbe2	chr3_random:18608746-18608748
chr3	31557511	31557513	chr3:101294829-101294831	ponAbe2	chr3:31557511-31557513
chr3_random	3250838	3250840	chr3:101294829-101294831	ponAbe2	chr3_random:3250838-3250840
chr4	171136898	171136900	chr4:165626814-165626816	ponAbe2	chr4:171136898-171136900
chr4	171140897	171140899	chr4:165626814-165626816	ponAbe2	chr4:171140897-171140899
chr5	95568197	95568199	chr5:94284380-94284382	ponAbe2	chr5:95568197-95568199
chr5_random	3953888	3953890	chr5:94284380-94284382	ponAbe2	chr5_random:3953888-3953890
chr6_cox_hap1	1633958	1633960	chr6:33055354-33055356	ponAbe2	chr6_cox_hap1:1633958-1633960
chr6_random	65937	65939	chr6:33055354-33055356	ponAbe2	chr6_random:65937-65939
chr7	33220044	33220046	chr7:50730007-50730009	ponAbe2	chr7:33220044-33220046
chr7	33232183	33232185	chr7:50730007-50730009	ponAbe2	chr7:33232183-33232185
chr8	26804696	26804698	chr8:26837932-26837934	ponAbe2	chr8:26804696-26804698
chr8_random	1899252	1899254	chr8:26837932-26837934	ponAbe2	chr8_random:1899252-1899254
chr8	29363924	29363926	chr8:29318702-29318704	ponAbe2	chr8:29363924-29363926
chr8_random	9243874	9243876	chr8:29318702-29318704	ponAbe2	chr8_random:9243874-9243876
chr8	131976689	131976691	chr8:125319272-125319274	ponAbe2	chr8:131976689-131976691
chr8_random	14300996	14300998	chr8:125319272-125319274	ponAbe2	chr8_random:14300996-14300998
chr14	48416307	48416309	chr11:23251902-23251904	rheMac3	chr14:48416307-48416309
chr14	48958458	48958460	chr11:23251902-23251904	rheMac3	chr14:48958458-48958460
chr14	49279131	49279133	chr11:23251902-23251904	rheMac3	chr14:49279131-49279133
chr11	114727491	114727493	chr12:113365580-113365582	rheMac3	chr11:114727491-114727493
chrUn_JH323655	471	473	chr12:113365580-113365582	rheMac3	chrUn_JH323655:471-473
chr11	114734582	114734584	chr12:113374747-113374749	rheMac3	chr11:114734582-114734584
chrUn_JH319610	481	483	chr12:113374747-113374749	rheMac3	chrUn_JH319610:481-483
chr11	101922330	101922332	chr15:78323095-78323097	rheMac3	chr11:101922330-101922332
chr7	56502243	56502245	chr15:78323095-78323097	rheMac3	chr7:56502243-56502245
chr16	58453485	58453486	chr17:43911524-43911526	rheMac3	chr16:58453485-58453486
chr16	58453489	58453490	chr17:43911524-43911526	rheMac3	chr16:58453489-58453490
chr16	58703440	58703441	chr17:44169758-44169760	rheMac3	chr16:58703440-58703441
chr16	58703809	58703810	chr17:44169758-44169760	rheMac3	chr16:58703809-58703810
chr16	58710120	58710122	chr17:44176091-44176093	rheMac3	chr16:58710120-58710122
chr18	24811677	24811679	chr17:44176091-44176093	rheMac3	chr18:24811677-24811679
chr16	58713538	58713540	chr17:44179722-44179724	rheMac3	chr16:58713538-58713540
chr18	24813248	24813250	chr17:44179722-44179724	rheMac3	chr18:24813248-24813250
chr16	57649911	57649913	chr17:44352620-44352622	rheMac3	chr16:57649911-57649913
chr16	65411139	65411141	chr17:44352620-44352622	rheMac3	chr16:65411139-65411141
chr19	56329255	56329257	chr19:50867491-50867493	rheMac3	chr19:56329255-56329257
chr19	56349178	56349180	chr19:50867491-50867493	rheMac3	chr19:56349178-56349180
chr2	91855282	91855284	chr3:46064625-46064627	rheMac3	chr2:91855282-91855284
chr9	5946854	5946856	chr3:46064625-46064627	rheMac3	chr9:5946854-5946856
chr1	58227745	58227747	chr3:46232764-46232766	rheMac3	chr1:58227745-58227747
chr2	91699221	91699223	chr3:46232764-46232766	rheMac3	chr2:91699221-91699223
chr2	91699537	91699539	chr3:46232764-46232766	rheMac3	chr2:91699537-91699539
chr11	22648865	22648867	chr3:46300869-46300871	rheMac3	chr11:22648865-22648867
chr2	91625320	91625322	chr3:46300869-46300871	rheMac3	chr2:91625320-91625322
chr3	144982471	144982473	chr5:17202350-17202352	rheMac3	chr3:144982471-144982473
chr7	28070070	28070072	chr5:17202350-17202352	rheMac3	chr7:28070070-28070072
chr7	28080037	28080039	chr5:17202350-17202352	rheMac3	chr7:28080037-28080039
chrX	91949301	91949303	chr5:17202350-17202352	rheMac3	chrX:91949301-91949303
chr4	33348781	33348783	chr6:33055354-33055356	rheMac3	chr4:33348781-33348783
chr4	33391859	33391861	chr6:33055354-33055356	rheMac3	chr4:33391859-33391861
chrUn_JH290685	4386	4388	chr6:33055354-33055356	rheMac3	chrUn_JH290685:4386-4388
chrUn_JH321291	100	102	chr6:33055354-33055356	rheMac3	chrUn_JH321291:100-102
chr15	5226994	5226996	chr9:136133147-136133149	rheMac3	chr15:5226994-5226996
chrUn_JH322990	378	380	chr9:136133147-136133149	rheMac3	chrUn_JH322990:378-380
18	13635362	13635364	chr11:114707179-114707181	C57B6J	18:13635362-13635364
9	48193892	48193894	chr11:114707179-114707181	C57B6J	9:48193892-48193894
11	103984593	103984594	chr17:43715017-43715019	C57B6J	11:103984593-103984594
2	87123003	87123004	chr17:43715017-43715019	C57B6J	2:87123003-87123004
2	125728610	125728611	chr17:43715017-43715019	C57B6J	2:125728610-125728611
11	104114401	104114402	chr17:43844976-43844978	C57B6J	11:104114401-104114402
11	104114414	104114415	chr17:43844976-43844978	C57B6J	11:104114414-104114415
11	104190655	104190656	chr17:43926991-43926993	C57B6J	11:104190655-104190656
11	104190657	104190658	chr17:43926991-43926993	C57B6J	11:104190657-104190658
11	114199831	114199832	chr17:71768273-71768275	C57B6J	11:114199831-114199832
11	114199856	114199857	chr17:71768273-71768275	C57B6J	11:114199856-114199857
3	8674120	8674122	chr19:10596987-10596989	C57B6J	3:8674120-8674122
9	21230323	21230325	chr19:10596987-10596989	C57B6J	9:21230323-21230325
1	41188220	41188221	chr2:103816492-103816494	C57B6J	1:41188220-41188221
1	41188222	41188223	chr2:103816492-103816494	C57B6J	1:41188222-41188223
2	148645565	148645566	chr20:23310434-23310436	C57B6J	2:148645565-148645566
