chr	start	end	species_loc	score	strand	species	hg19_loc	hg19_loc_original
chr11	4484668	4484670	chr2:89550740-89550742	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chr2:89550740-89550742	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chr2:89550740-89550742	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chr2:89550740-89550742	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chr2:89550740-89550742	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr1	46220300	46220302	chr2:89553610-89553612	0	.	rheMac3	chr1:46220300-46220302	chr9:136155443-136155445
chr1	52683888	52683890	chr2:89553610-89553612	0	.	rheMac3	chr1:52683888-52683890	chr9:136155443-136155445
chr3	48318991	48318993	chr2:89553610-89553612	0	.	rheMac3	chr3:48318991-48318993	chr9:136155443-136155445
chr3	120213860	120213862	chr2:89553610-89553612	0	.	rheMac3	chr3:120213860-120213862	chr9:136155443-136155445
chr3	158342085	158342087	chr2:89553610-89553612	0	.	rheMac3	chr3:158342085-158342087	chr9:136155443-136155445
chr4	141518810	141518812	chr2:89553610-89553612	0	.	rheMac3	chr4:141518810-141518812	chr9:136155443-136155445
chr6	27153116	27153118	chr2:89553610-89553612	0	.	rheMac3	chr6:27153116-27153118	chr9:136155443-136155445
chr6	85673897	85673899	chr2:89553610-89553612	0	.	rheMac3	chr6:85673897-85673899	chr9:136155443-136155445
chr7	23697605	23697607	chr2:89553610-89553612	0	.	rheMac3	chr7:23697605-23697607	chr9:136155443-136155445
chr7	121147005	121147007	chr2:89553610-89553612	0	.	rheMac3	chr7:121147005-121147007	chr9:136155443-136155445
chr9	136155443	136155445	chr2:89553610-89553612	0	.	rheMac3	chr9:136155443-136155445	chr9:136155443-136155445
chr11	4484668	4484670	chr2:89553610-89553612	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chr2:89553610-89553612	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chr2:89553610-89553612	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chr2:89553610-89553612	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chr2:89553610-89553612	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr1	46220300	46220302	chr2:131509985-131509987	0	.	rheMac3	chr1:46220300-46220302	chr9:136155443-136155445
chr1	52683888	52683890	chr2:131509985-131509987	0	.	rheMac3	chr1:52683888-52683890	chr9:136155443-136155445
chr3	48318991	48318993	chr2:131509985-131509987	0	.	rheMac3	chr3:48318991-48318993	chr9:136155443-136155445
chr3	120213860	120213862	chr2:131509985-131509987	0	.	rheMac3	chr3:120213860-120213862	chr9:136155443-136155445
chr3	158342085	158342087	chr2:131509985-131509987	0	.	rheMac3	chr3:158342085-158342087	chr9:136155443-136155445
chr4	141518810	141518812	chr2:131509985-131509987	0	.	rheMac3	chr4:141518810-141518812	chr9:136155443-136155445
chr6	27153116	27153118	chr2:131509985-131509987	0	.	rheMac3	chr6:27153116-27153118	chr9:136155443-136155445
chr6	85673897	85673899	chr2:131509985-131509987	0	.	rheMac3	chr6:85673897-85673899	chr9:136155443-136155445
chr7	23697605	23697607	chr2:131509985-131509987	0	.	rheMac3	chr7:23697605-23697607	chr9:136155443-136155445
chr7	121147005	121147007	chr2:131509985-131509987	0	.	rheMac3	chr7:121147005-121147007	chr9:136155443-136155445
chr9	136155443	136155445	chr2:131509985-131509987	0	.	rheMac3	chr9:136155443-136155445	chr9:136155443-136155445
chr11	4484668	4484670	chr2:131509985-131509987	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chr2:131509985-131509987	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chr2:131509985-131509987	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chr2:131509985-131509987	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chr2:131509985-131509987	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr1	46220300	46220302	chr20:70581444-70581446	0	.	rheMac3	chr1:46220300-46220302	chr9:136155443-136155445
chr1	52683888	52683890	chr20:70581444-70581446	0	.	rheMac3	chr1:52683888-52683890	chr9:136155443-136155445
chr3	48318991	48318993	chr20:70581444-70581446	0	.	rheMac3	chr3:48318991-48318993	chr9:136155443-136155445
chr3	120213860	120213862	chr20:70581444-70581446	0	.	rheMac3	chr3:120213860-120213862	chr9:136155443-136155445
chr3	158342085	158342087	chr20:70581444-70581446	0	.	rheMac3	chr3:158342085-158342087	chr9:136155443-136155445
chr4	141518810	141518812	chr20:70581444-70581446	0	.	rheMac3	chr4:141518810-141518812	chr9:136155443-136155445
chr6	27153116	27153118	chr20:70581444-70581446	0	.	rheMac3	chr6:27153116-27153118	chr9:136155443-136155445
chr6	85673897	85673899	chr20:70581444-70581446	0	.	rheMac3	chr6:85673897-85673899	chr9:136155443-136155445
chr7	23697605	23697607	chr20:70581444-70581446	0	.	rheMac3	chr7:23697605-23697607	chr9:136155443-136155445
chr7	121147005	121147007	chr20:70581444-70581446	0	.	rheMac3	chr7:121147005-121147007	chr9:136155443-136155445
chr9	136155443	136155445	chr20:70581444-70581446	0	.	rheMac3	chr9:136155443-136155445	chr9:136155443-136155445
chr11	4484668	4484670	chr20:70581444-70581446	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chr20:70581444-70581446	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chr20:70581444-70581446	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chr20:70581444-70581446	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chr20:70581444-70581446	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr1	46220300	46220302	chr3:103160018-103160020	0	.	rheMac3	chr1:46220300-46220302	chr9:136155443-136155445
chr1	52683888	52683890	chr3:103160018-103160020	0	.	rheMac3	chr1:52683888-52683890	chr9:136155443-136155445
chr3	48318991	48318993	chr3:103160018-103160020	0	.	rheMac3	chr3:48318991-48318993	chr9:136155443-136155445
chr3	120213860	120213862	chr3:103160018-103160020	0	.	rheMac3	chr3:120213860-120213862	chr9:136155443-136155445
chr3	158342085	158342087	chr3:103160018-103160020	0	.	rheMac3	chr3:158342085-158342087	chr9:136155443-136155445
chr4	141518810	141518812	chr3:103160018-103160020	0	.	rheMac3	chr4:141518810-141518812	chr9:136155443-136155445
chr6	27153116	27153118	chr3:103160018-103160020	0	.	rheMac3	chr6:27153116-27153118	chr9:136155443-136155445
chr6	85673897	85673899	chr3:103160018-103160020	0	.	rheMac3	chr6:85673897-85673899	chr9:136155443-136155445
chr7	23697605	23697607	chr3:103160018-103160020	0	.	rheMac3	chr7:23697605-23697607	chr9:136155443-136155445
chr7	121147005	121147007	chr3:103160018-103160020	0	.	rheMac3	chr7:121147005-121147007	chr9:136155443-136155445
chr9	136155443	136155445	chr3:103160018-103160020	0	.	rheMac3	chr9:136155443-136155445	chr9:136155443-136155445
chr11	4484668	4484670	chr3:103160018-103160020	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chr3:103160018-103160020	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chr3:103160018-103160020	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chr3:103160018-103160020	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chr3:103160018-103160020	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr1	46220300	46220302	chr3:160511966-160511968	0	.	rheMac3	chr1:46220300-46220302	chr9:136155443-136155445
chr1	52683888	52683890	chr3:160511966-160511968	0	.	rheMac3	chr1:52683888-52683890	chr9:136155443-136155445
chr3	48318991	48318993	chr3:160511966-160511968	0	.	rheMac3	chr3:48318991-48318993	chr9:136155443-136155445
chr3	120213860	120213862	chr3:160511966-160511968	0	.	rheMac3	chr3:120213860-120213862	chr9:136155443-136155445
chr3	158342085	158342087	chr3:160511966-160511968	0	.	rheMac3	chr3:158342085-158342087	chr9:136155443-136155445
chr4	141518810	141518812	chr3:160511966-160511968	0	.	rheMac3	chr4:141518810-141518812	chr9:136155443-136155445
chr6	27153116	27153118	chr3:160511966-160511968	0	.	rheMac3	chr6:27153116-27153118	chr9:136155443-136155445
chr6	85673897	85673899	chr3:160511966-160511968	0	.	rheMac3	chr6:85673897-85673899	chr9:136155443-136155445
chr7	23697605	23697607	chr3:160511966-160511968	0	.	rheMac3	chr7:23697605-23697607	chr9:136155443-136155445
chr7	121147005	121147007	chr3:160511966-160511968	0	.	rheMac3	chr7:121147005-121147007	chr9:136155443-136155445
chr9	136155443	136155445	chr3:160511966-160511968	0	.	rheMac3	chr9:136155443-136155445	chr9:136155443-136155445
chr11	4484668	4484670	chr3:160511966-160511968	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chr3:160511966-160511968	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chr3:160511966-160511968	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chr3:160511966-160511968	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chr3:160511966-160511968	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr1	46220300	46220302	chr4:82920824-82920826	0	.	rheMac3	chr1:46220300-46220302	chr9:136155443-136155445
chr1	52683888	52683890	chr4:82920824-82920826	0	.	rheMac3	chr1:52683888-52683890	chr9:136155443-136155445
chr3	48318991	48318993	chr4:82920824-82920826	0	.	rheMac3	chr3:48318991-48318993	chr9:136155443-136155445
chr3	120213860	120213862	chr4:82920824-82920826	0	.	rheMac3	chr3:120213860-120213862	chr9:136155443-136155445
chr3	158342085	158342087	chr4:82920824-82920826	0	.	rheMac3	chr3:158342085-158342087	chr9:136155443-136155445
chr4	141518810	141518812	chr4:82920824-82920826	0	.	rheMac3	chr4:141518810-141518812	chr9:136155443-136155445
chr6	27153116	27153118	chr4:82920824-82920826	0	.	rheMac3	chr6:27153116-27153118	chr9:136155443-136155445
chr6	85673897	85673899	chr4:82920824-82920826	0	.	rheMac3	chr6:85673897-85673899	chr9:136155443-136155445
chr7	23697605	23697607	chr4:82920824-82920826	0	.	rheMac3	chr7:23697605-23697607	chr9:136155443-136155445
chr7	121147005	121147007	chr4:82920824-82920826	0	.	rheMac3	chr7:121147005-121147007	chr9:136155443-136155445
chr9	136155443	136155445	chr4:82920824-82920826	0	.	rheMac3	chr9:136155443-136155445	chr9:136155443-136155445
chr11	4484668	4484670	chr4:82920824-82920826	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chr4:82920824-82920826	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chr4:82920824-82920826	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chr4:82920824-82920826	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chr4:82920824-82920826	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr1	46220300	46220302	chrX:123319114-123319116	0	.	rheMac3	chr1:46220300-46220302	chr9:136155443-136155445
chr1	52683888	52683890	chrX:123319114-123319116	0	.	rheMac3	chr1:52683888-52683890	chr9:136155443-136155445
chr3	48318991	48318993	chrX:123319114-123319116	0	.	rheMac3	chr3:48318991-48318993	chr9:136155443-136155445
chr3	120213860	120213862	chrX:123319114-123319116	0	.	rheMac3	chr3:120213860-120213862	chr9:136155443-136155445
chr3	158342085	158342087	chrX:123319114-123319116	0	.	rheMac3	chr3:158342085-158342087	chr9:136155443-136155445
chr4	141518810	141518812	chrX:123319114-123319116	0	.	rheMac3	chr4:141518810-141518812	chr9:136155443-136155445
chr6	27153116	27153118	chrX:123319114-123319116	0	.	rheMac3	chr6:27153116-27153118	chr9:136155443-136155445
chr6	85673897	85673899	chrX:123319114-123319116	0	.	rheMac3	chr6:85673897-85673899	chr9:136155443-136155445
chr7	23697605	23697607	chrX:123319114-123319116	0	.	rheMac3	chr7:23697605-23697607	chr9:136155443-136155445
chr7	121147005	121147007	chrX:123319114-123319116	0	.	rheMac3	chr7:121147005-121147007	chr9:136155443-136155445
chr9	136155443	136155445	chrX:123319114-123319116	0	.	rheMac3	chr9:136155443-136155445	chr9:136155443-136155445
chr11	4484668	4484670	chrX:123319114-123319116	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chrX:123319114-123319116	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chrX:123319114-123319116	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chrX:123319114-123319116	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chrX:123319114-123319116	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr1	46220300	46220302	chrUn_JH290454:279191-279193	0	.	rheMac3	chr1:46220300-46220302	chr9:136155443-136155445
chr1	52683888	52683890	chrUn_JH290454:279191-279193	0	.	rheMac3	chr1:52683888-52683890	chr9:136155443-136155445
chr3	48318991	48318993	chrUn_JH290454:279191-279193	0	.	rheMac3	chr3:48318991-48318993	chr9:136155443-136155445
chr3	120213860	120213862	chrUn_JH290454:279191-279193	0	.	rheMac3	chr3:120213860-120213862	chr9:136155443-136155445
chr3	158342085	158342087	chrUn_JH290454:279191-279193	0	.	rheMac3	chr3:158342085-158342087	chr9:136155443-136155445
chr4	141518810	141518812	chrUn_JH290454:279191-279193	0	.	rheMac3	chr4:141518810-141518812	chr9:136155443-136155445
chr6	27153116	27153118	chrUn_JH290454:279191-279193	0	.	rheMac3	chr6:27153116-27153118	chr9:136155443-136155445
chr6	85673897	85673899	chrUn_JH290454:279191-279193	0	.	rheMac3	chr6:85673897-85673899	chr9:136155443-136155445
chr7	23697605	23697607	chrUn_JH290454:279191-279193	0	.	rheMac3	chr7:23697605-23697607	chr9:136155443-136155445
chr7	121147005	121147007	chrUn_JH290454:279191-279193	0	.	rheMac3	chr7:121147005-121147007	chr9:136155443-136155445
chr9	136155443	136155445	chrUn_JH290454:279191-279193	0	.	rheMac3	chr9:136155443-136155445	chr9:136155443-136155445
chr11	4484668	4484670	chrUn_JH290454:279191-279193	0	.	rheMac3	chr11:4484668-4484670	chr9:136155443-136155445
chr11	5826647	5826649	chrUn_JH290454:279191-279193	0	.	rheMac3	chr11:5826647-5826649	chr9:136155443-136155445
chr12	127098768	127098770	chrUn_JH290454:279191-279193	0	.	rheMac3	chr12:127098768-127098770	chr9:136155443-136155445
chr16	72117448	72117450	chrUn_JH290454:279191-279193	0	.	rheMac3	chr16:72117448-72117450	chr9:136155443-136155445
chr19	11995690	11995692	chrUn_JH290454:279191-279193	0	.	rheMac3	chr19:11995690-11995692	chr9:136155443-136155445
chr12	113363177	113363179	chrUn_JH296204:332-334	0	.	rheMac3	chr12:113363177-113363179	chr12:113363177-113363179
chr12	113363177	113363179	chrUn_JH296213:332-334	0	.	rheMac3	chr12:113363177-113363179	chr12:113363177-113363179
chr12	113365160	113365162	chr11:114727051-114727053	0	.	rheMac3	chr12:113365160-113365162	chr12:113365160-113365162
chr12	113365160	113365162	chrUn_JH323655:31-33	0	.	rheMac3	chr12:113365160-113365162	chr12:113365160-113365162
chr17	43978319	43978321	chr16:58513130-58513132	0	.	rheMac3	chr17:43978319-43978321	chr17:43978319-43978321
chr17_ctg5_hap1	889265	889267	chr16:58513130-58513132	0	.	rheMac3	chr17_ctg5_hap1:889265-889267	chr17:43978319-43978321
chr17	43978319	43978321	chrX:63671678-63671680	0	.	rheMac3	chr17:43978319-43978321	chr17:43978319-43978321
chr17_ctg5_hap1	889265	889267	chrX:63671678-63671680	0	.	rheMac3	chr17_ctg5_hap1:889265-889267	chr17:43978319-43978321
chr17	42234020	42234022	chr16:56220658-56220660	0	.	rheMac3	chr17:42234020-42234022	chr17:44025346-44025348
chr17	44025346	44025348	chr16:56220658-56220660	0	.	rheMac3	chr17:44025346-44025348	chr17:44025346-44025348
chr17_ctg5_hap1	842318	842320	chr16:56220658-56220660	0	.	rheMac3	chr17_ctg5_hap1:842318-842320	chr17:44025346-44025348
chr17	42234020	42234022	chr16:58561638-58561640	0	.	rheMac3	chr17:42234020-42234022	chr17:44025346-44025348
chr17	44025346	44025348	chr16:58561638-58561640	0	.	rheMac3	chr17:44025346-44025348	chr17:44025346-44025348
chr17_ctg5_hap1	842318	842320	chr16:58561638-58561640	0	.	rheMac3	chr17_ctg5_hap1:842318-842320	chr17:44025346-44025348
chr17	44080407	44080409	chr16:58615655-58615657	0	.	rheMac3	chr17:44080407-44080409	chr17:44080407-44080409
chr17	44080767	44080769	chr16:58615655-58615657	0	.	rheMac3	chr17:44080767-44080769	chr17:44080407-44080409
chr17_ctg5_hap1	786973	786975	chr16:58615655-58615657	0	.	rheMac3	chr17_ctg5_hap1:786973-786975	chr17:44080407-44080409
chr17_ctg5_hap1	787339	787341	chr16:58615655-58615657	0	.	rheMac3	chr17_ctg5_hap1:787339-787341	chr17:44080407-44080409
chr17	44080407	44080409	chr16:58615948-58615950	0	.	rheMac3	chr17:44080407-44080409	chr17:44080407-44080409
chr17	44080767	44080769	chr16:58615948-58615950	0	.	rheMac3	chr17:44080767-44080769	chr17:44080407-44080409
chr17_ctg5_hap1	786973	786975	chr16:58615948-58615950	0	.	rheMac3	chr17_ctg5_hap1:786973-786975	chr17:44080407-44080409
chr17_ctg5_hap1	787339	787341	chr16:58615948-58615950	0	.	rheMac3	chr17_ctg5_hap1:787339-787341	chr17:44080407-44080409
chr17	44080407	44080409	chr16:58616400-58616402	0	.	rheMac3	chr17:44080407-44080409	chr17:44080407-44080409
chr17	44080767	44080769	chr16:58616400-58616402	0	.	rheMac3	chr17:44080767-44080769	chr17:44080407-44080409
chr17_ctg5_hap1	786973	786975	chr16:58616400-58616402	0	.	rheMac3	chr17_ctg5_hap1:786973-786975	chr17:44080407-44080409
chr17_ctg5_hap1	787339	787341	chr16:58616400-58616402	0	.	rheMac3	chr17_ctg5_hap1:787339-787341	chr17:44080407-44080409
chr17	44102681	44102682	chr16:58637428-58637429	0	.	rheMac3	chr17:44102681-44102682	chr17:44102681-44102683
chr17_ctg5_hap1	765291	765292	chr16:58637428-58637429	0	.	rheMac3	chr17_ctg5_hap1:765291-765292	chr17:44102681-44102683
chr17	44102682	44102683	chr16:58637430-58637431	0	.	rheMac3	chr17:44102682-44102683	chr17:44102681-44102683
chr17_ctg5_hap1	765289	765290	chr16:58637430-58637431	0	.	rheMac3	chr17_ctg5_hap1:765289-765290	chr17:44102681-44102683
chr17	44180953	44180955	chr16:58714764-58714766	0	.	rheMac3	chr17:44180953-44180955	chr17:44180953-44180955
chr17	45165169	45165171	chr16:58714764-58714766	0	.	rheMac3	chr17:45165169-45165171	chr17:44180953-44180955
chr17_ctg5_hap1	685103	685105	chr16:58714764-58714766	0	.	rheMac3	chr17_ctg5_hap1:685103-685105	chr17:44180953-44180955
chr17	44180953	44180955	chr18:24814479-24814481	0	.	rheMac3	chr17:44180953-44180955	chr17:44180953-44180955
chr17	45165169	45165171	chr18:24814479-24814481	0	.	rheMac3	chr17:45165169-45165171	chr17:44180953-44180955
chr17_ctg5_hap1	685103	685105	chr18:24814479-24814481	0	.	rheMac3	chr17_ctg5_hap1:685103-685105	chr17:44180953-44180955
chr17	44191681	44191683	chr16:58725163-58725165	0	.	rheMac3	chr17:44191681-44191683	chr17:44191681-44191683
chr17_ctg5_hap1	674369	674371	chr16:58725163-58725165	0	.	rheMac3	chr17_ctg5_hap1:674369-674371	chr17:44191681-44191683
chr17	44191681	44191683	chr16:58726457-58726459	0	.	rheMac3	chr17:44191681-44191683	chr17:44191681-44191683
chr17_ctg5_hap1	674369	674371	chr16:58726457-58726459	0	.	rheMac3	chr17_ctg5_hap1:674369-674371	chr17:44191681-44191683
chr17	44343718	44343720	chr16:58883428-58883430	0	.	rheMac3	chr17:44343718-44343720	chr17:44343718-44343720
chr17	65992585	65992587	chr16:58883428-58883430	0	.	rheMac3	chr17:65992585-65992587	chr17:44343718-44343720
chr17_ctg5_hap1	522271	522273	chr16:58883428-58883430	0	.	rheMac3	chr17_ctg5_hap1:522271-522273	chr17:44343718-44343720
chr17_ctg5_hap1	1210764	1210766	chr16:58883428-58883430	0	.	rheMac3	chr17_ctg5_hap1:1210764-1210766	chr17:44343718-44343720
chr17	44343718	44343720	chr16:65426650-65426652	0	.	rheMac3	chr17:44343718-44343720	chr17:44343718-44343720
chr17	65992585	65992587	chr16:65426650-65426652	0	.	rheMac3	chr17:65992585-65992587	chr17:44343718-44343720
chr17_ctg5_hap1	522271	522273	chr16:65426650-65426652	0	.	rheMac3	chr17_ctg5_hap1:522271-522273	chr17:44343718-44343720
chr17_ctg5_hap1	1210764	1210766	chr16:65426650-65426652	0	.	rheMac3	chr17_ctg5_hap1:1210764-1210766	chr17:44343718-44343720
chr17	44351685	44351687	chr16:57649305-57649307	0	.	rheMac3	chr17:44351685-44351687	chr17:44351685-44351687
chr17	65979136	65979138	chr16:57649305-57649307	0	.	rheMac3	chr17:65979136-65979138	chr17:44351685-44351687
chr17_ctg5_hap1	514282	514284	chr16:57649305-57649307	0	.	rheMac3	chr17_ctg5_hap1:514282-514284	chr17:44351685-44351687
chr17_ctg5_hap1	1218691	1218693	chr16:57649305-57649307	0	.	rheMac3	chr17_ctg5_hap1:1218691-1218693	chr17:44351685-44351687
chr17_ctg5_hap1	1255691	1255693	chr16:57649305-57649307	0	.	rheMac3	chr17_ctg5_hap1:1255691-1255693	chr17:44351685-44351687
chr17	44351685	44351687	chr16:65411749-65411751	0	.	rheMac3	chr17:44351685-44351687	chr17:44351685-44351687
chr17	65979136	65979138	chr16:65411749-65411751	0	.	rheMac3	chr17:65979136-65979138	chr17:44351685-44351687
chr17_ctg5_hap1	514282	514284	chr16:65411749-65411751	0	.	rheMac3	chr17_ctg5_hap1:514282-514284	chr17:44351685-44351687
chr17_ctg5_hap1	1218691	1218693	chr16:65411749-65411751	0	.	rheMac3	chr17_ctg5_hap1:1218691-1218693	chr17:44351685-44351687
chr17_ctg5_hap1	1255691	1255693	chr16:65411749-65411751	0	.	rheMac3	chr17_ctg5_hap1:1255691-1255693	chr17:44351685-44351687
chr20	23328140	23328142	chr10:57754328-57754330	0	.	rheMac3	chr20:23328140-23328142	chr20:23328140-23328142
chr20	23328140	23328142	chr10:57754733-57754735	0	.	rheMac3	chr20:23328140-23328142	chr20:23328140-23328142
chr21	34635052	34635053	chr3:13417415-13417416	0	.	rheMac3	chr21:34635052-34635053	chr21:34635052-34635054
chr21	34635053	34635054	chr3:13417413-13417414	0	.	rheMac3	chr21:34635053-34635054	chr21:34635052-34635054
chr3	39204988	39204990	chr2:95812625-95812627	0	.	rheMac3	chr3:39204988-39204990	chr3:39204988-39204990
chr3	42183654	42183656	chr2:95812625-95812627	0	.	rheMac3	chr3:42183654-42183656	chr3:39204988-39204990
chr3	39204988	39204990	chr2:98762957-98762959	0	.	rheMac3	chr3:39204988-39204990	chr3:39204988-39204990
chr3	42183654	42183656	chr2:98762957-98762959	0	.	rheMac3	chr3:42183654-42183656	chr3:39204988-39204990
chr3	46328626	46328628	chr2:91590516-91590518	0	.	rheMac3	chr3:46328626-46328628	chr3:46328626-46328628
chr5	6629246	6629248	chr2:91590516-91590518	0	.	rheMac3	chr5:6629246-6629248	chr3:46328626-46328628
chr3	46328626	46328628	chr6:6578702-6578704	0	.	rheMac3	chr3:46328626-46328628	chr3:46328626-46328628
chr5	6629246	6629248	chr6:6578702-6578704	0	.	rheMac3	chr5:6629246-6629248	chr3:46328626-46328628
chr3	101399582	101399584	chr2:21826938-21826940	0	.	rheMac3	chr3:101399582-101399584	chr3:101399582-101399584
chrX	3871940	3871942	chr2:21826938-21826940	0	.	rheMac3	chrX:3871940-3871942	chr3:101399582-101399584
chr3	101399582	101399584	chrX:1474051-1474053	0	.	rheMac3	chr3:101399582-101399584	chr3:101399582-101399584
chrX	3871940	3871942	chrX:1474051-1474053	0	.	rheMac3	chrX:3871940-3871942	chr3:101399582-101399584
chr4	69646752	69646754	chr5:61496451-61496453	0	.	rheMac3	chr4:69646752-69646754	chr4:69656845-69656847
chr4	69656845	69656847	chr5:61496451-61496453	0	.	rheMac3	chr4:69656845-69656847	chr4:69656845-69656847
chr4	69791879	69791881	chr5:61496451-61496453	0	.	rheMac3	chr4:69791879-69791881	chr4:69656845-69656847
chr4	70035352	70035354	chr5:61496451-61496453	0	.	rheMac3	chr4:70035352-70035354	chr4:69656845-69656847
chr4	70120159	70120161	chr5:61496451-61496453	0	.	rheMac3	chr4:70120159-70120161	chr4:69656845-69656847
chr4	70200300	70200302	chr5:61496451-61496453	0	.	rheMac3	chr4:70200300-70200302	chr4:69656845-69656847
chr4	70227525	70227527	chr5:61496451-61496453	0	.	rheMac3	chr4:70227525-70227527	chr4:69656845-69656847
chr4_ctg9_hap1	359009	359011	chr5:61496451-61496453	0	.	rheMac3	chr4_ctg9_hap1:359009-359011	chr4:69656845-69656847
chr4_ctg9_hap1	369103	369105	chr5:61496451-61496453	0	.	rheMac3	chr4_ctg9_hap1:369103-369105	chr4:69656845-69656847
chr4_ctg9_hap1	504130	504132	chr5:61496451-61496453	0	.	rheMac3	chr4_ctg9_hap1:504130-504132	chr4:69656845-69656847
chr4	69646752	69646754	chr5:61523159-61523161	0	.	rheMac3	chr4:69646752-69646754	chr4:69656845-69656847
chr4	69656845	69656847	chr5:61523159-61523161	0	.	rheMac3	chr4:69656845-69656847	chr4:69656845-69656847
chr4	69791879	69791881	chr5:61523159-61523161	0	.	rheMac3	chr4:69791879-69791881	chr4:69656845-69656847
chr4	70035352	70035354	chr5:61523159-61523161	0	.	rheMac3	chr4:70035352-70035354	chr4:69656845-69656847
chr4	70120159	70120161	chr5:61523159-61523161	0	.	rheMac3	chr4:70120159-70120161	chr4:69656845-69656847
chr4	70200300	70200302	chr5:61523159-61523161	0	.	rheMac3	chr4:70200300-70200302	chr4:69656845-69656847
chr4	70227525	70227527	chr5:61523159-61523161	0	.	rheMac3	chr4:70227525-70227527	chr4:69656845-69656847
chr4_ctg9_hap1	359009	359011	chr5:61523159-61523161	0	.	rheMac3	chr4_ctg9_hap1:359009-359011	chr4:69656845-69656847
chr4_ctg9_hap1	369103	369105	chr5:61523159-61523161	0	.	rheMac3	chr4_ctg9_hap1:369103-369105	chr4:69656845-69656847
chr4_ctg9_hap1	504130	504132	chr5:61523159-61523161	0	.	rheMac3	chr4_ctg9_hap1:504130-504132	chr4:69656845-69656847
chr9	100070322	100070324	chrUn_JH308733:40-42	0	.	rheMac3	chr9:100070322-100070324	chr9:136127267-136127269
chr9	136127267	136127269	chrUn_JH308733:40-42	0	.	rheMac3	chr9:136127267-136127269	chr9:136127267-136127269
chr7_gl000195_random	109105	109107	chrUn_JH308733:40-42	0	.	rheMac3	chr7_gl000195_random:109105-109107	chr9:136127267-136127269
